# Rime user dictionary
#@/db_name	clover.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	17463
#@/user_id	51e25a0a-ac6c-40dd-89cd-561e9e93526d
dui de 	队的	c=1 d=2.34443e-24 t=17463
dui die 	堆叠	c=1 d=4.81402e-18 t=17463
dui dui 	对对	c=1 d=1.87111e-18 t=17463
dui fang 	对方	c=33 d=0.0214381 t=17463
dui fang hang hao 	对方行号	c=8 d=2.19568e-16 t=17463
dui fang shi da fu 	对方士大夫	c=2 d=3.20164e-16 t=17463
dui gong 	对公	c=3 d=2.59185e-28 t=17463
dui gong ji ben 	对公基本	c=1 d=9.39303e-29 t=17463
dui huan 	兑换	c=0 d=0.00320647 t=17463
dui huan ma 	兑换吗	c=1 d=0.0322254 t=17463
dui jian 	对见	c=1 d=1 t=17295
dui kou 	对口	c=1 d=2.83404e-20 t=17463
dui le 	对了	c=1 d=1.30925e-23 t=17463
dui lie 	队列	c=1 d=0.000750328 t=17463
dui ma 	对吗	c=1 d=6.95379e-21 t=17463
dui ni 	对你	c=2 d=0.000109455 t=17463
dui wo 	对我	c=1 d=6.89303e-06 t=17463
dui xiang 	对象	c=32 d=0.0480359 t=17463
dui xiang ang 	对象昂	c=1 d=1.15801e-20 t=17463
dui xiang de 	对象的	c=1 d=1.81488e-12 t=17463
dui xin 	对新	c=3 d=0.000120459 t=17463
dui ying 	对应	c=3 d=0.000642592 t=17463
dun 	吨	c=1 d=4.43393e-21 t=17463
duo 	多	c=9 d=0.00190171 t=17463
duo ceng 	多层	c=1 d=0.0880368 t=17463
duo ci 	多次	c=1 d=0.00195963 t=17463
duo da 	多大	c=1 d=3.59848e-06 t=17463
duo de 	多的	c=2 d=3.65729e-20 t=17463
duo gao 	多高	c=0 d=1.01982e-26 t=17463
duo ge 	多个	c=2 d=0.00216483 t=17463
duo hao 	多好	c=1 d=0.65377 t=17463
duo jiu 	多久	c=3 d=1.18481e-05 t=17463
duo jiu ne 	多久呢	c=1 d=3.18051e-24 t=17463
duo kuai 	多块	c=1 d=0.00120838 t=17463
duo le 	多了	c=1 d=7.27015e-15 t=17463
duo nian 	多年	c=1 d=8.33681e-08 t=17463
duo qian 	多钱	c=7 d=0.637565 t=17463
duo qu 	多去	c=1 d=2.8968e-13 t=17463
duo shao 	多少	c=10 d=0.153355 t=17463
duo shao bian 	多少遍	c=1 d=3.48667e-17 t=17463
duo shao ci 	多少次	c=1 d=0.106992 t=17463
duo shao qian 	多少钱	c=4 d=0.873716 t=17463
duo shi shi 	多试试	c=1 d=3.12241e-13 t=17463
duo tai 	多态	c=1 d=0.000305061 t=17463
duo tiao 	多条	c=2 d=1.84789 t=17090
duo tu 	多图	c=1 d=2.23936e-14 t=17463
duo wei 	多维	c=1 d=0.0944202 t=17463
duo wei wei 	多喂喂	c=1 d=3.49331e-10 t=17463
duo xian cheng 	多线程	c=2 d=0.000553084 t=17463
duo xing 	惰性	c=0 d=2.04628e-13 t=17463
duo xing chu shi hua 	惰性初始化	c=1 d=2.05653e-12 t=17463
duo zhuan zhuan 	多转转	c=1 d=1 t=15135
duo zong jie 	多总结	c=1 d=4.99329e-07 t=17463
duo zou zou 	多走走	c=1 d=1 t=15133
e 	额	c=2 d=0.0692522 t=17463
e gao 	恶搞	c=0 d=1.09076e-23 t=17463
e luo si 	俄罗斯	c=2 d=0.00078933 t=17463
e shi 	俄式	c=1 d=2.46128e-08 t=17463
e si 	饿死	c=2 d=0.440432 t=17463
e wai 	额外	c=1 d=2.20565e-12 t=17463
e yi 	恶意	c=1 d=4.83815e-18 t=17463
ei 	诶	c=1 d=0.00383884 t=17463
en 	嗯	c=4 d=0.028297 t=17463
en 	恩	c=51 d=1.64827 t=17463
en en 	嗯嗯	c=29 d=2.28351 t=17463
en en e 	嗯嗯额	c=2 d=3.07777e-09 t=17463
en ne 	恩呢	c=5 d=0.062662 t=17463
er 	二	c=5 d=0.914056 t=17463
er bu shi 	而不是	c=1 d=0.000330468 t=17463
er cha shu 	二叉树	c=1 d=0.000739157 t=17463
er chong tian 	二重天	c=0 d=2.28382e-11 t=17463
er ji 	二级	c=2 d=0.034736 t=17463
er ji 	耳机	c=3 d=0.00227911 t=17463
er qian wan 	二千万	c=0 d=9.24846e-24 t=17463
er qie 	而且	c=2 d=1.04262 t=17463
er shou ge 	二首歌	c=1 d=0.0010358 t=17463
er wei 	二维	c=5 d=0.575055 t=17463
er wei ma 	二维码	c=1 d=0.0195457 t=17463
er yi 	而已	c=5 d=0.110252 t=17463
er zu 	二祖	c=1 d=8.95196e-22 t=17463
fa 	发	c=9 d=0.0332918 t=17463
fa 	法	c=2 d=8.52434e-05 t=17463
fa bu 	发布	c=5 d=2.96811e-05 t=17463
fa bu cheng 	发布成	c=1 d=6.67886e-17 t=17463
fa bu guo qu 	发不过去	c=1 d=3.45797e-08 t=17463
fa cuo le 	发错了	c=1 d=3.70038e-11 t=17463
fa ding shen fen 	法定身份	c=0 d=0.00382485 t=17463
fa fu 	发福	c=0 d=7.27634e-26 t=17463
fa ge 	发个	c=1 d=1 t=16539
fa guo lai 	发过来	c=1 d=0.00168667 t=17463
fa jia lian sai 	法甲联赛	c=0 d=5.37836e-29 t=17463
fa la 	法拉	c=0 d=0.023457 t=17463
fa la sheng 	法拉盛	c=0 d=8.97513e-24 t=17463
fa lai 	发来	c=5 d=0.00383954 t=17463
fa sheng 	发生	c=2 d=0.00228373 t=17463
fa sheng de 	发生的	c=0 d=6.14088e-30 t=17463
fa song gei 	发送给	c=0 d=0.00227089 t=17463
fa wo 	发我	c=1 d=8.70098e-11 t=17463
fa xian 	发现	c=1 d=4.49558e-07 t=17463
fa xing 	发型	c=1 d=9.59941e-20 t=17463
fa xing ban 	发行版	c=1 d=0.0145524 t=17463
fa yi 	发一	c=0 d=0.000810722 t=17463
fa yi ge 	发一个	c=1 d=0.00162866 t=17463
fa yi xia 	发一下	c=1 d=0.00814786 t=17463
fa you jian 	发邮件	c=1 d=9.26767e-18 t=17463
fa zhang 	发张	c=1 d=4.58079e-22 t=17463
fan 	烦	c=3 d=0.362366 t=17463
fan bian yi 	反编译	c=1 d=0.00504176 t=17463
fan chi 	饭吃	c=1 d=7.03347e-08 t=17463
fan de sa 	范德萨	c=0 d=0.1 t=17437
fan hui 	返回	c=24 d=0.48921 t=17463
fan hui zhi 	返回值	c=4 d=5.37461e-24 t=17463
fan kang jun 	反抗军	c=0 d=3.78001e-14 t=17463
fan ke xue 	反科学	c=1 d=1.86469e-07 t=17463
fan ren lei 	反人类	c=1 d=1.29623e-23 t=17463
fan sha qiang 	翻啥墙	c=1 d=5.44184e-19 t=17463
fan she 	反射	c=5 d=0.526481 t=17463
fan wei 	范围	c=1 d=1.11742e-12 t=17463
fan xing 	泛型	c=2 d=0.000581442 t=17463
fan yi 	翻译	c=1 d=1 t=17109
fan ying 	反应	c=0 d=2.66346e-26 t=17463
fan zheng 	反正	c=7 d=0.000599149 t=17463
fan zui 	犯罪	c=1 d=2.37784e-14 t=17463
fang 	房	c=2 d=0.00148099 t=17463
fang 	放	c=2 d=0.141564 t=17463
fang 	方	c=1 d=1 t=15696
fang an 	方案	c=2 d=1.05737e-05 t=17463
fang bian 	方便	c=1 d=0.304221 t=17463
fang da 	放大	c=1 d=0.00176857 t=17463
fang da sa ga sha du 	放大萨嘎杀毒	c=1 d=0.0177743 t=17463
fang dao 	放到	c=2 d=0.0765355 t=17463
fang dian 	放点	c=1 d=1.03203e-18 t=17463
fang du 	防毒	c=1 d=4.67015e-14 t=17463
fang fa 	方法	c=62 d=0.600067 t=17463
fang hua fu 	防化服	c=1 d=4.76449e-14 t=17463
fang huo qiang 	防火墙	c=1 d=2.78463e-19 t=17463
fang ji ao 	方吉奥	c=0 d=1.40224e-16 t=17463
fang jia 	放假	c=2 d=0.0903068 t=17463
fang jian 	房间	c=1 d=3.35373e-14 t=17463
fang jian li 	房间里	c=0 d=9.02012e-24 t=17463
fang pi 	放屁	c=0 d=6.95261e-20 t=17463
fang qi 	放弃	c=2 d=1.0652 t=17463
fang shang 	放上	c=1 d=5.71695e-11 t=17463
fang shang qu 	放上去	c=1 d=2.52969e-07 t=17463
fang shi 	方式	c=8 d=0.000750328 t=17463
fang wen 	访问	c=8 d=0.000455798 t=17463
fang wen fa 	访问法	c=1 d=3.8901e-11 t=17463
fang xin 	放心	c=0 d=3.19265e-11 t=17463
fang zhe 	放着	c=1 d=8.1548e-13 t=17463
fang zi 	房子	c=6 d=0.38868 t=17463
fei 	费	c=1 d=0.0211189 t=17463
fei 	飞	c=1 d=1 t=15524
fei hua 	废话	c=1 d=5.39888e-14 t=17463
fei ji 	飞机	c=1 d=0.000164928 t=17463
fei li ke si 	菲利克斯	c=0 d=0.0225373 t=17463
fei mao 	肥猫	c=2 d=1.99501 t=17154
fei nei cun 	费内存	c=1 d=0.212248 t=17463
fei zou 	飞走	c=1 d=4.71388e-06 t=17463
fen 	分	c=7 d=0.162664 t=17463
fen chu 	分出	c=1 d=3.26251e-07 t=17463
fen dan 	分担	c=1 d=4.8024e-19 t=17463
fen fen 	粉粉	c=1 d=9.21831e-14 t=17463
fen ge 	分割	c=4 d=0.000973123 t=17463
fen gei 	分给	c=0 d=6.81842e-26 t=17463
fen gei wo 	分给我	c=1 d=6.85259e-25 t=17463
fen gong si 	分公司	c=1 d=1.29914e-20 t=17463
fen hang 	分行	c=29 d=0.114523 t=17463
fen hang hao 	分行号	c=3 d=1.23579e-26 t=17463
fen hao 	分号	c=1 d=1 t=17152
fen hong se 	粉红色	c=0 d=8.94586e-15 t=17463
fen le 	分了	c=1 d=3.75567e-09 t=17463
fen lei 	分类	c=1 d=0.0349094 t=17463
fen li 	分离	c=1 d=7.66529e-20 t=17463
fen qi 	分期	c=5 d=0.000249319 t=17463
fen qian 	分钱	c=1 d=1.06934e-24 t=17463
fen shen 	分身	c=1 d=1.71776e-12 t=17463
fen shen fa shu 	分身乏术	c=0 d=1.26031e-17 t=17463
fen shi an 	分尸案	c=0 d=1.2109e-17 t=17463
fen shi da fu 	分士大夫	c=1 d=0.00103065 t=17463
fen su du fa shi da fu 	分速读法士大夫	c=1 d=1.56262e-16 t=17463
fen xi 	分析	c=4 d=1.13797e-09 t=17463
fen xiang 	分享	c=3 d=0.730117 t=17463
fen zhi 	分支	c=2 d=0.529935 t=17463
fen zhi 	分治	c=1 d=0.000769323 t=17463
fen zhong 	分钟	c=2 d=3.43022e-14 t=17463
feng 	风	c=2 d=6.6079e-09 t=17463
feng fu 	丰富	c=1 d=0.0212797 t=17463
feng jing xian 	风景线	c=1 d=1 t=15577
feng kuang 	疯狂	c=0 d=0.0449329 t=17463
feng le 	封了	c=1 d=0.252698 t=17463
feng shan 	风扇	c=1 d=1.31264e-24 t=17463
feng shao feng 	冯绍峰	c=0 d=1.35847e-17 t=17463
feng shu 	丰熟	c=1 d=7.95345e-13 t=17463
feng zhi 	峰值	c=1 d=9.39813e-06 t=17463
feng zhuang 	封装	c=10 d=0.29671 t=17463
feng zhuang cheng 	封装成	c=6 d=0.569333 t=17463
feng zhuang xin xi 	封装信息	c=1 d=1.71718e-08 t=17463
fou 	否	c=0 d=8.16313e-26 t=17463
fou ze 	否则	c=1 d=1 t=15905
fu 	付	c=1 d=1.7416e-23 t=17463
fu 	敷	c=1 d=0.000103081 t=17463
fu 	福	c=2 d=1.15183 t=16093
fu 	符	c=3 d=0.000160054 t=17463
fu 	负	c=0 d=1.97556e-11 t=17463
fu bai 	肤白	c=0 d=1.5794e-25 t=17463
fu bai mao mei 	肤白貌美	c=1 d=1.58731e-24 t=17463
fu dan 	负担	c=1 d=2.22781e-12 t=17463
fu de 	负的	c=2 d=2.48853e-07 t=17463
fu fei ban 	付费版	c=1 d=5.5815e-23 t=17463
fu fei ting 	福费廷	c=1 d=0.036334 t=17463
fu gai 	覆盖	c=1 d=1 t=17338
fu gang ao 	赴港澳	c=0 d=0.00175097 t=17463
fu hao 	符号	c=3 d=0.0675424 t=17463
fu he 	复合	c=3 d=1.16632e-22 t=17463
fu he 	复核	c=1 d=3.99266e-23 t=17463
fu ji 	腹肌	c=0 d=6.38171e-12 t=17463
fu jian sheng 	福建省	c=0 d=0.0484325 t=17463
fu jin 	附近	c=1 d=0.107328 t=17463
fu ke si 	福克斯	c=0 d=0.00816756 t=17463
fu lan ke 	弗兰克	c=0 d=0.113527 t=17463
fu lei 	父类	c=7 d=0.522228 t=17463
fu lei si ke 	弗雷斯科	c=0 d=0.0901491 t=17463
fu li 	福利	c=4 d=0.00428884 t=17463
fu li ke ji 	复礼克己	c=0 d=5.00963e-17 t=17463
fu nv 	妇女	c=1 d=1 t=17113
fu shu 	复数	c=1 d=0.704688 t=17463
fu wu 	服务	c=6 d=0.00171805 t=17463
fu wu qi 	服务器	c=36 d=0.528905 t=17463
fu xie 	覆写	c=1 d=1 t=16877
fu yan 	敷衍	c=2 d=0.093875 t=17463
fu yi 	服役	c=0 d=1.02055e-05 t=17463
fu yi ge mian mo 	服役个面膜	c=1 d=0.000102566 t=17463
fu you hua 	负优化	c=1 d=1.98546e-10 t=17463
fu zai 	负载	c=1 d=1 t=17330
fu ze 	负责	c=2 d=0.00812927 t=17463
fu ze chi 	负责吃	c=1 d=0.0193512 t=17463
fu zhai lei lei 	负债累累	c=1 d=0.00019647 t=17463
fu zhi 	复制	c=1 d=1.01913e-17 t=17463
fu zhi 	赋值	c=2 d=3.97761e-08 t=17463
fu zhou 	福州	c=1 d=1.67649e-20 t=17463
ga ba 	嘎巴	c=1 d=7.85399e-12 t=17463
ga shi 	伽师	c=0 d=7.56556e-14 t=17463
gai 	改	c=2 d=4.49482e-05 t=17463
gai 	盖	c=1 d=5.84655e-10 t=17463
gai 	该	c=2 d=8.31387e-05 t=17463
gai bian 	改变	c=1 d=1.60966e-12 t=17463
gai bu liao 	改不了	c=1 d=0.000114493 t=17463
gai hao 	改好	c=1 d=5.3766e-08 t=17463
gai hao 	盖好	c=1 d=5.64546e-10 t=17463
gai hao le 	改好了	c=1 d=1.98e-07 t=17463
gai huan 	改换	c=1 d=1.02319e-05 t=17463
gai ku 	改库	c=2 d=0.35756 t=17463
gai le 	改了	c=3 d=0.153355 t=17463
gai lei 	该类	c=2 d=0.316637 t=17463
gai nian 	概念	c=1 d=0.000253537 t=17463
gai shan 	改善	c=3 d=8.62488e-07 t=17463
gai shui jiao 	该睡觉	c=1 d=8.3344e-15 t=17463
gai shui jiao la 	该睡觉啦	c=1 d=2.27321e-14 t=17463
gai wei 	改为	c=8 d=1.13431e-12 t=17463
gai zao 	改造	c=3 d=2.3919e-05 t=17463
gai zen me 	该怎么	c=1 d=8.30795e-26 t=17463
gan 	感	c=1 d=3.82295e-12 t=17463
gan huo 	干活	c=1 d=9.56323e-06 t=17463
gan jian 	杆件	c=3 d=1.51881e-05 t=17463
gan jin 	赶紧	c=15 d=1.40297 t=17463
gan jin qu 	赶紧去	c=1 d=1 t=16179
gan jue 	感觉	c=5 d=4.18603e-05 t=17463
gan le 	干了	c=1 d=1 t=16030
gan ma 	干嘛	c=5 d=0.0200405 t=17463
gan mao 	感冒	c=5 d=0.121217 t=17463
gan mao le 	感冒了	c=1 d=0.00262523 t=17463
gan mao yao 	感冒药	c=1 d=6.22838e-19 t=17463
gan sha 	干啥	c=7 d=0.000116879 t=17463
gan sha qu le 	干啥去了	c=1 d=1.47187e-18 t=17463
gan tan hao 	感叹号	c=2 d=7.07602e-20 t=17463
gan xie 	感谢	c=1 d=0.00012909 t=17463
gang 	刚	c=0 d=1.1347e-09 t=17463
gang ba de 	刚八德	c=1 d=7.89335e-12 t=17463
gang cai 	刚才	c=4 d=0.00231117 t=17463
gang chu lai 	刚出来	c=1 d=0.666977 t=17463
gang chu qu 	刚出去	c=1 d=0.703191 t=17463
gang hao 	刚好	c=2 d=1.29902e-08 t=17463
gang hui qu 	刚回去	c=1 d=0.00771183 t=17463
gang kai shi 	刚开始	c=1 d=3.53635e-07 t=17463
gang qi lai 	刚起来	c=1 d=1.1396e-08 t=17463
gao 	高	c=3 d=0.733447 t=17463
gao de 	搞得	c=1 d=3.69912e-07 t=17463
gao ding 	搞定	c=1 d=2.51528e-28 t=17463
gao fen ping 	高分屏	c=1 d=1 t=15508
gao ji 	高级	c=2 d=4.09874e-08 t=17463
gao kao 	高考	c=1 d=2.23009e-24 t=17463
gao qi lai 	搞起来	c=1 d=1 t=16054
gao qing 	高清	c=1 d=2.04558e-08 t=17463
gao su 	告诉	c=3 d=0.0063337 t=17463
gao tie piao 	高铁票	c=1 d=4.58235e-26 t=17463
gao ya guo 	高压锅	c=1 d=1.3318e-18 t=17463
gao zhao 	高招	c=0 d=1.43626e-25 t=17463
gao zhao nong ge 	高招弄个	c=1 d=1.44346e-24 t=17463
gao zheng lv 	高帧率	c=1 d=9.89007e-18 t=17463
gao zhong 	高中	c=1 d=1.45069e-24 t=17463
ge 	个	c=22 d=0.255473 t=17463
ge 	歌	c=0 d=9.93288e-11 t=17463
ge bo 	胳膊	c=1 d=2.10494e-21 t=17463
ge ge 	个个	c=1 d=1.5794e-24 t=17463
ge ge 	各个	c=1 d=1 t=16218
ge ge 	哥哥	c=0 d=8.97666e-26 t=17463
ge li 	格力	c=1 d=6.21336e-20 t=17463
ge lian 	个脸	c=0 d=1.01546e-05 t=17463
ge qu 	歌曲	c=2 d=0.00135358 t=17463
ge ren 	个人	c=3 d=3.50116e-07 t=17463
ge shi 	个事	c=1 d=2.47656e-22 t=17463
ge shi 	格式	c=5 d=0.0755205 t=17463
ge shi hua 	格式化	c=11 d=0.116794 t=17463
ge shi qing 	个事情	c=1 d=1 t=16845
ge yue 	个月	c=1 d=0.0337087 t=17463
ge zhe 	搁着	c=1 d=1.12826e-08 t=17463
ge zhong 	各种	c=1 d=2.74271e-17 t=17463
ge zi 	个子	c=1 d=0.729789 t=17463
gei 	给	c=18 d=0.307534 t=17463
gei duo 	给多	c=1 d=0.00047367 t=17463
gei duo le 	给多了	c=1 d=1.21152e-22 t=17463
gei le 	给了	c=2 d=0.0387742 t=17463
gei ni 	给你	c=37 d=0.75621 t=17463
gei ni ge 	给你个	c=1 d=6.28884e-15 t=17463
gei ni kan 	给你看	c=1 d=8.68147e-14 t=17463
gei ni men 	给你们	c=1 d=0.0187793 t=17463
gei ta 	给他	c=2 d=0.0448245 t=17463
gei wo 	给我	c=37 d=0.795278 t=17463
gei zan 	给咱	c=3 d=0.0002139 t=17463
gei zhang 	给张	c=2 d=6.45416e-22 t=17463
gei zi ji 	给自己	c=1 d=1.78416e-17 t=17463
gen 	根	c=1 d=0.392586 t=17463
gen 	跟	c=17 d=0.382893 t=17463
gen ben 	根本	c=1 d=3.42706e-20 t=17463
gen ju 	根据	c=7 d=0.00642427 t=17463
gen ni 	跟你	c=9 d=0.781416 t=17463
gen ni ni 	跟你你	c=1 d=5.87066e-29 t=17463
gen shei 	跟谁	c=1 d=3.001e-17 t=17463
gen ta 	跟他	c=0 d=6.00374e-29 t=17463
gen wo 	跟我	c=7 d=5.59242e-06 t=17463
gen wo qu wan 	跟我去玩	c=1 d=3.61836e-12 t=17463
gen xun 	根寻	c=1 d=0.000825105 t=17463
gen zhi qian 	跟之前	c=1 d=7.30908e-19 t=17463
geng 	更	c=2 d=0.000300919 t=17463
geng gai 	更改	c=13 d=0.0261334 t=17463
geng huan 	更换	c=1 d=4.12995e-09 t=17463
geng jia 	更加	c=1 d=0.000274654 t=17463
geng xin 	更新	c=21 d=0.096058 t=17463
geng xin le 	更新了	c=1 d=1 t=15156
gong 	供	c=1 d=0.00133343 t=17463
gong 	攻	c=1 d=6.71233e-17 t=17463
gong bu 	公布	c=0 d=1.07211e-26 t=17463
gong cheng 	工程	c=0 d=0.1 t=17315
gong ji jin 	公积金	c=1 d=1 t=16969
gong jin 	公斤	c=1 d=3.22528e-12 t=17463
gong ju 	工具	c=24 d=0.400162 t=17463
gong ju lei 	工具类	c=2 d=0.00499159 t=17463
gong ju pao 	工具跑	c=1 d=7.72233e-19 t=17463
gong neng 	功能	c=10 d=0.199888 t=17463
gong shi 	公式	c=2 d=2.88981e-14 t=17463
gong si 	公司	c=4 d=0.154607 t=17463
gong si de 	公司的	c=0 d=7.26891e-14 t=17463
gong tong 	共同	c=3 d=9.15488e-21 t=17463
gong tong 	共通	c=28 d=0.414999 t=17463
gong wang 	公网	c=2 d=5.88236e-16 t=17463
gong xi 	恭喜	c=6 d=1.36935e-11 t=17463
gong xi ni 	恭喜你	c=1 d=9.2964e-25 t=17463
gong xiang 	共享	c=1 d=1.57072e-18 t=17463
gong yuan 	公园	c=0 d=5.13732e-19 t=17463
gong zi 	工资	c=1 d=1.21908e-08 t=17463
gong zuo 	工作	c=12 d=0.338068 t=17463
gong zuo de 	工作的	c=1 d=6.83607e-26 t=17463
gou 	够	c=2 d=0.0505395 t=17463
gou 	狗	c=6 d=0.0753722 t=17463
gou 	购	c=0 d=9.78334e-09 t=17463
gou gou 	够够	c=1 d=2.10895e-14 t=17463
gou ji 	购机	c=1 d=1 t=16375
gou liang 	狗粮	c=3 d=1.95803e-09 t=17463
gou mai 	购买	c=4 d=0.0223177 t=17463
gou tou 	狗头	c=1 d=2.0061e-14 t=17463
gou yin 	勾引	c=1 d=7.93455e-26 t=17463
gou yin wo 	勾引我	c=1 d=7.51734e-26 t=17463
gou yong 	够用	c=0 d=2.0322e-20 t=17463
gou yong bu 	够用不	c=1 d=2.04238e-19 t=17463
gou zan lia 	狗咱俩	c=1 d=0.0497871 t=17463
gou zao 	构造	c=19 d=1.64398 t=17463
gou zao han shu 	构造函数	c=3 d=0.0895891 t=17463
gou zao qi 	构造器	c=4 d=0.25924 t=17463
gu ba 	股吧	c=0 d=8.91034e-27 t=17463
gu bao 	鼓包	c=1 d=7.05768e-19 t=17463
gu ding 	固定	c=4 d=0.0587185 t=17463
gu ge 	谷歌	c=4 d=0.138069 t=17463
gu jia 	骨架	c=1 d=3.78813e-22 t=17463
gu mu li ying 	古墓丽影	c=2 d=9.82517e-05 t=17463
gu niang 	姑娘	c=1 d=1.54812e-24 t=17463
gu tai 	固态	c=3 d=0.429155 t=17463
gu tang 	骨汤	c=1 d=1 t=16117
gu yi 	故意	c=1 d=2.52316e-06 t=17463
gu zhang 	故障	c=4 d=0.000642592 t=17463
gua 	挂	c=2 d=0.00344787 t=17463
gua da feng 	刮大风	c=1 d=0.000221519 t=17463
gua xi xi 	瓜兮兮	c=1 d=1.51041e-28 t=17463
gua xian yu 	挂咸鱼	c=1 d=1.33293e-28 t=17463
gua zai 	挂载	c=2 d=0.000242381 t=17463
guai 	乖	c=1 d=1.86628e-17 t=17463
guai bu de 	怪不得	c=1 d=6.53526e-26 t=17463
guai guai 	乖乖	c=1 d=6.0715e-13 t=17463
guai ni 	怪你	c=1 d=4.33565e-22 t=17463
guai wo 	怪我	c=1 d=8.47434e-24 t=17463
guan 	关	c=1 d=1 t=16562
guan 	管	c=1 d=0.0275983 t=17463
guan 	馆	c=1 d=3.291e-14 t=17463
guan ai 	关爱	c=0 d=1.54838e-27 t=17463
guan ai tong 	关爱通	c=1 d=1.55615e-26 t=17463
guan bi 	关闭	c=11 d=4.76765e-10 t=17463
guan dao 	管道	c=3 d=0.0163259 t=17463
guan dian 	观点	c=0 d=0.0392586 t=17463
guan fang 	官方	c=2 d=6.37903e-05 t=17463
guan fang ban ben 	官方版本	c=1 d=5.89909e-27 t=17463
guan guan 	管管	c=0 d=5.13907e-23 t=17463
guan guan ni 	管管你	c=1 d=5.16483e-22 t=17463
guan guo 	管过	c=1 d=9.73289e-06 t=17463
guan ji 	关机	c=1 d=1.02246e-26 t=17463
guan jian 	关键	c=1 d=4.34466e-17 t=17463
guan jian zi 	关键字	c=3 d=0.0380064 t=17463
guan jun sai 	冠军赛	c=1 d=9.27398e-26 t=17463
guan kan 	观看	c=1 d=4.57768e-14 t=17463
guan li 	管理	c=17 d=0.191092 t=17463
guan li yuan 	管理员	c=1 d=3.04895e-27 t=17463
guan li zu 	管理组	c=1 d=0.0689068 t=17463
guan lian 	关联	c=9 d=0.94642 t=17463
guan shang 	关上	c=1 d=1.52378e-14 t=17463
guan wang 	官网	c=4 d=0.000403635 t=17463
guan xi 	关系	c=4 d=0.000287153 t=17463
guan xin 	关心	c=1 d=5.45314e-14 t=17463
guan yu 	关于	c=1 d=5.04434e-09 t=17463
guang 	逛	c=1 d=1.62246e-17 t=17463
guang gao 	广告	c=2 d=1.512e-11 t=17463
guang jie 	逛街	c=2 d=3.25429e-17 t=17463
guang mao 	光猫	c=1 d=1 t=16007
guang zhe shen zi 	光着身子	c=1 d=1 t=16042
gui 	贵	c=2 d=3.67923e-27 t=17463
gui hua 	规划	c=1 d=0.000777055 t=17463
gui le 	贵了	c=1 d=2.13087e-18 t=17463
gui mie zhi ren 	鬼灭之刃	c=5 d=1.21616e-13 t=17463
gui na 	归纳	c=0 d=0.1 t=16165
gui na jin 	归纳紧	c=1 d=1 t=16166
gui ze 	规则	c=1 d=6.46363e-14 t=17463
gun 	滚	c=2 d=0.0602487 t=17463
gun chu lai 	滚出来	c=1 d=0.0378169 t=17463
gun dong 	滚动	c=1 d=2.5058e-13 t=17463
gun qu 	滚去	c=1 d=8.61881e-17 t=17463
guo 	过	c=2 d=0.609571 t=17463
guo 	锅	c=2 d=3.68932e-19 t=17463
guo bu qu 	过不去	c=1 d=5.29738e-26 t=17463
guo de 	过得	c=3 d=0.000939653 t=17463
guo fei er 	过菲尔	c=0 d=0.0010358 t=17463
guo gao 	过高	c=1 d=1 t=17331
guo guan 	过关	c=1 d=3.62144e-22 t=17463
guo ji 	国际	c=1 d=9.41093e-22 t=17463
guo ji hua 	国际化	c=10 d=0.0329092 t=17463
guo jie 	国结	c=1 d=8.90731e-22 t=17463
guo jie 	过节	c=1 d=6.00374e-28 t=17463
guo lai 	过来	c=6 d=5.06017e-05 t=17463
guo lai gen wo 	过来跟我	c=1 d=4.97177e-15 t=17463
guo lai le 	过来了	c=1 d=1.20277e-25 t=17463
guo li cheng 	果粒橙	c=1 d=1 t=16555
guo liang tian 	过两天	c=0 d=0.1 t=15579
guo lv 	过滤	c=3 d=7.48518e-05 t=17463
guo ma 	过吗	c=0 d=7.41283e-13 t=17463
guo min 	过敏	c=1 d=0.465334 t=17463
guo nei 	国内	c=6 d=0.0736597 t=17463
guo nei ban 	国内版	c=1 d=1 t=17385
guo nian 	过年	c=5 d=0.0518194 t=17463
guo nian qi jian 	过年期间	c=1 d=0.0195457 t=17463
guo qu 	过去	c=9 d=0.134725 t=17463
guo ran 	果然	c=2 d=9.56648e-09 t=17463
guo wai 	国外	c=3 d=0.0680451 t=17463
guo wan 	过万	c=1 d=1.25621e-07 t=17463
guo wo 	过我	c=1 d=8.43207e-24 t=17463
guo yi 	过一	c=1 d=0.000455097 t=17463
guo yi wan 	过一晚	c=1 d=1.40782e-24 t=17463
ha 	哈	c=1 d=3.25936e-18 t=17463
ha ha 	哈哈	c=7 d=0.00123708 t=17463
ha ha ha 	哈哈哈	c=23 d=0.817353 t=17463
ha ka 	哈卡	c=0 d=0.00196437 t=17463
ha sa ke 	哈萨克	c=0 d=0.00196437 t=17463
ha sa ke de jian fei ha ka sa dong jing fen li 	哈萨克的减肥哈卡撒动静分离	c=1 d=0.0197421 t=17463
ha xi 	哈希	c=1 d=0.000754089 t=17463
hai bao shang an 	海豹上岸	c=0 d=0.00220377 t=17463
hai dao chuan 	海盗船	c=1 d=9.81033e-11 t=17463
hai kong jun 	海空军	c=0 d=0.00103063 t=17463
hai pa 	害怕	c=1 d=0.0212797 t=17463
hai wai 	海外	c=1 d=3.78942e-26 t=17463
hai zei wang 	海贼王	c=2 d=1.0251 t=17312
han 	汗	c=4 d=1.23536e-14 t=17463
